Entry,Species,Instance,Nature,Item,Move 1,Move 2,Move 3,Move 4,Possible Ability,EVs (HP/Atk/Def/SpA/SpD/Spe),Level 100 stats,Lv 100 speed,Level 50 stats,Lv 50 Speed,Fixed IVs (Brains only)
Brandon Silver,Regirock,Silver,Adamant,Quick Claw,Explosion,Superpower,Earthquake,AncientPower,Clear Body,152/152/ 0 /106/100/ 0  ,324/284/421/132/246/121,121,167/145/213/68/125/63,63,16
Brandon Silver,Registeel,Silver,Adamant,Leftovers,Earthquake,Metal Claw,Toxic,Iron Defense,Clear Body,152/152/ 0 / 6 /200/ 0  ,324/229/321/154/371/121,121,167/117/163/79/188/63,63,16
Brandon Silver,Regice,Silver,Modest,Chesto Berry,Ice Beam,Amnesia,Thunder,Rest,Clear Body,106/ 0 /152/100/152/ 0  ,312/108/259/270/459/121,121,161/56/132/138/232/63,63,16
,,,,,,,,,,,,,,,
Brandon Gold,Articuno,Gold,Mild,Scope Lens,Blizzard,Water Pulse,Aerial Ace,Reflect,Pressure, 6 / 0 /252/ 0 / 0 /252 ,322/206/269/248/286/269,269,166/105/136/127/145/137,137,31
Brandon Gold,Zapdos,Gold,Mild,Lum Berry,Thunder,Detect,Drill Peck,Light Screen,Pressure, 6 / 0 /252/ 0 / 0 /252 ,322/216/242/314/216/299,299,166/110/123/160/110/152,152,31
Brandon Gold,Moltres,Gold,Mild,BrightPowder,Fire Blast,Hyper Beam,Aerial Ace,Safeguard,Pressure, 6 / 0 /252/ 0 / 0 /252 ,322/236/251/314/206/279,279,166/120/127/160/105/142,142,31
,,,,,,,,,,,,,,,
"*All instances of Frustration* were listed as Return in the ROM. However, in the Factory Frustration replaces Return.",,,,,,,,,,,,,,,
"†Placeholder only. Noland`s team is subject to the same restrictions as regular trainers - sets 565-660 in Open Level the first time with IVs of 15s, and sets 373-882 for the second time with IVs of 31s.",,,,,,,,,,,,,,,
